time,gt_tx,gt_ty,gt_tz,gt_qx,gt_qy,gt_qz,gt_qw,est_tx,est_ty,est_tz,est_qx,est_qy,est_qz,est_qw
0.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0
0.10050251256281408,4.974769360527097,0.5016670305698928,0.020100502512562818,0.0,0.0,0.050230109966933716,0.9987376712894681,4.974971375627726,0.5015155192444213,0.025125628140703522,0.0,0.0,0.054244719077478076,0.9985276713502763
0.20100502512562815,4.899332076175674,0.9982711091462854,0.040201005025125636,0.0,0.0,0.10033340611397856,0.9949538721054195,4.900140136578189,0.997665063844399,0.050251256281407045,0.0,0.0,0.10832970604696819,0.994115020904411
0.30150753768844224,4.774449479315445,1.4848003803422443,0.060301507537688454,0.0,0.0,0.15018339478269715,0.9886581552445438,4.776267615221104,1.483436778413,0.07537688442211057,0.0,0.0,0.16209569915680014,0.9867750424057492
0.4020100502512563,4.601381917057538,1.9563446663039454,0.08040201005025127,0.0,0.0,0.19965422182925707,0.9798664152351348,4.604614158667599,1.9539204850964003,0.10050251256281409,0.0,0.0,0.21538437598290094,0.9765293495755549
0.5025125628140704,4.381876031509066,2.4081450214815465,0.10050251256281409,0.0,0.0,0.2486209903630291,0.9686008482088515,4.386926409024785,2.404357238344757,0.1256281407035176,0.0,0.0,0.2680388196340769,0.9634081124680084
0.6030150753768845,4.118147132214211,2.835641761124961,0.12060301507537691,0.0,0.0,0.2969600760684489,0.954889895863089,4.125419675836847,2.830187353407984,0.15075376884422115,0.0,0.0,0.31990398081848204,0.9474499686297363
0.7035175879396985,3.8128568386836497,3.2345204787886757,0.14070351758793972,0.0,0.0,0.3445494393140628,0.9387681736554372,3.8227555786144594,3.2270964238405684,0.17587939698492466,0.0,0.0,0.3708271344106478,0.9287019093254775
0.8040201005025126,3.469086218649642,3.600755588425175,0.16080402010050254,0.0,0.0,0.3912689332607891,0.9202763834115076,3.482015185089883,3.591058863594994,0.20100502512562818,0.0,0.0,0.4206583291746381,0.9072191411649128
0.9045226130653267,3.0903046931423677,3.9306509516290373,0.18090452261306533,0.0,0.0,0.4370006071915269,0.8994612105667685,3.1066679162932984,3.9183785342658393,0.22613065326633167,0.0,0.0,0.469250829319051,0.8830649235381184
1.0050251256281408,2.680335022205456,4.22087718001115,0.20100502512562818,0.0,0.0,0.48162900429630934,0.8763752063018132,2.7005365322683335,4.205726047463992,0.2512562814070352,0.0,0.0,0.516461546583638,0.8563103823383416
